,LSTM_5,LSTM_30,Conv1D_LSTM_30,LSTM_90,Conv1D_LSTM_90,LSTM_180,Conv1D_LSTM_180
2023-07-01,30464.143470162526,30475.349987817113,30502.74228473939,30546.96888205153,30525.936451932415,30526.706684301607,30520.98443910596
2023-07-02,30563.377562519163,30594.279032945633,30619.520946834236,30660.88092766702,30639.01213864796,30638.982965676114,30633.96521451883
2023-07-03,30585.128195559606,30622.04347903328,30648.358348860405,30685.02906356193,30669.887701369822,30669.405864385888,30664.693352671806
2023-07-04,31123.136643605656,31158.95763801923,31184.696607513353,31224.203882911475,31206.565446240827,31205.618341302732,31201.127949655056
2023-07-05,30743.675210912013,30778.616681830026,30803.64642032981,30843.304356923793,30827.33331445977,30825.825366273988,30821.72712266445
2023-07-06,30476.63172840688,30512.670973511646,30536.678949054563,30572.920079408213,30563.764310553437,30561.67270662356,30557.944195270305
2023-07-07,29885.52411034447,29897.94086282642,29930.744978033938,29963.707756697433,29958.36311578704,29955.696143538225,29952.266160512343
2023-07-08,30313.71963020414,30337.854596027173,30359.844633452594,30388.701697122306,30392.344096610323,30389.197237072513,30385.83335273899
2023-07-09,30255.981709809043,30288.171521350276,30307.476741509512,30321.69745923998,30342.887700896244,30339.312660126016,30336.048178453
2023-07-10,30131.239166468382,30163.706499869004,30182.042432701215,30185.18234430626,30221.771486068144,30217.710821460932,30214.567313164473
2023-07-11,30373.545756094274,30408.303408781765,30421.830848637503,30438.75918331626,30465.89745383896,30461.223942722892,30458.14573408244
2023-07-12,30575.28589592455,30616.437573656556,30624.743835481117,30648.61315917736,30673.238095353357,30667.92690618406,30664.91540717054
2023-07-13,30351.197873929166,30386.72287278506,30392.81307961559,30425.51035305136,30444.092548669316,30438.2269657671,30435.267002066597
2023-07-14,31442.28244359442,31468.634406985715,31474.13518704148,31534.726316878106,31530.996592883952,31524.396407264518,31521.21075769607
2023-07-15,30315.68770915619,30323.766082673566,30330.622213465394,30386.98640684737,30387.673466367647,30380.802871164866,30377.57369141956
2023-07-16,30270.44639560813,30291.852002588334,30289.775366176385,30329.57455445407,30349.97254133178,30342.641111912206,30339.239039738197
2023-07-17,30217.811290787533,30241.54222958442,30243.630090633407,30266.12417910248,30303.730919827707,30296.032157583162,30292.48026961554
2023-07-18,30114.71897537762,30138.155094096437,30138.920545800356,30161.19051861344,30200.871822438203,30192.728566282894,30189.063022912014
2023-07-19,29827.389684375376,29847.995554693043,29851.04933079332,29867.95187473297,29911.252853795886,29902.860308289528,29899.29756950587
2023-07-20,29883.52352802339,29905.823619130184,29907.966795712127,29920.902524582343,29968.836933258688,29959.953983399086,29956.723171446938
2023-07-21,29763.729822582565,29784.243200040422,29787.60112912394,29803.852724561468,29846.722700200975,29837.549214402214,29834.61568777822
2023-07-22,29881.472394951386,29901.246104129823,29906.7653435471,29915.418569687754,29963.72261078935,29954.19586161431,29951.489722907776
2023-07-23,29741.642691178713,29762.300084850634,29773.179775650613,29763.48370151408,29826.508183401544,29816.801462038653,29814.331305523636
2023-07-24,30045.912209514063,30074.617407165002,30087.537256557494,30083.256940041203,30139.786884815432,30129.780950102024,30127.496440993622
2023-07-25,29154.114941484877,29166.23806617642,29184.947085747728,29168.102359630633,29230.58053746284,29220.59474174073,29218.56001847447
2023-07-26,29202.889896050096,29214.76396946609,29236.02093012072,29215.80922240764,29281.179341372102,29270.98464101553,29269.092733191326
2023-07-27,29330.79365258594,29344.04232584336,29367.706919848453,29351.221315063536,29409.10464954609,29398.64848586591,29396.84280298138
2023-07-28,29190.050539447227,29199.61958530289,29224.89677011594,29199.346233738237,29264.586720866617,29254.077484915964,29252.346838704078
2023-07-29,29298.18970416882,29308.28188192891,29337.057258378714,29311.874871967826,29373.333176291082,29362.75342838466,29361.047806654125
2023-07-30,29324.560506875627,29344.489077786682,29375.40994674526,29337.507341204444,29410.987056567334,29400.22923288122,29398.76989245275
2023-07-31,29243.684966942994,29261.76084566582,29297.249524251092,29253.93477016897,29329.000531997066,29318.321472456213,29317.03719340032
2023-08-01,29202.592483018176,29217.030512103345,29252.68740884005,29213.56866055366,29283.6262914869,29272.991595030297,29271.772019748576
2023-08-02,29645.26641278062,29667.532211809885,29701.963896263624,29687.933683529263,29730.10214943788,29719.425603287527,29718.0211669649
2023-08-03,29133.319833277143,29145.2987936266,29177.491163570667,29159.997085706098,29205.32043960155,29195.19027731009,29193.497862546472
2023-08-04,29160.83565106429,29171.230758839753,29206.04402173776,29185.107714660466,29232.093532238156,29222.31583508011,29220.253161862493
2023-08-05,29057.31509907928,29065.09604868188,29101.11196752172,29076.861052435124,29127.109697129345,29117.94931859942,29115.51625551656
2023-08-06,29022.275321489666,29030.392194592045,29069.152037977707,29027.400947690592,29094.792286301963,29086.32401093049,29083.505868595093
2023-08-07,29018.651018586243,29028.51961764507,29068.00786211621,29020.904818967683,29094.25026901532,29086.46409841953,29083.233997412026
2023-08-08,29156.080112761818,29169.23616278451,29206.959796965122,29172.166879903525,29233.021438099444,29225.768565466627,29222.154304236174
2023-08-09,29732.64713401394,29760.370182994287,29791.884615289047,29788.833057357,29818.84832310956,29811.921996268444,29807.89819778595
2023-08-10,29536.92654175742,29559.832572402083,29585.10144820786,29583.8046144729,29614.241443192586,29608.000430843094,29603.60952096875
2023-08-11,29404.840876325732,29426.506263973075,29451.658882665914,29445.58254044177,29481.80553897773,29476.336129319854,29471.519259877736
2023-08-12,29373.535679153865,29392.8716514213,29416.667075380683,29406.002940607723,29449.42696097307,29444.88515398465,29439.596892606933
2023-08-13,29382.299190225312,29407.606728529325,29431.50283768447,29410.655766156502,29467.151505330112,29463.620302465744,29457.872892838437
2023-08-14,29247.260823872406,29271.19720780244,29296.964513910003,29269.07305881288,29333.436344054528,29330.751922406256,29324.6360488981
2023-08-15,29374.570709736552,29398.197776828078,29421.54087738879,29409.347845362034,29458.694918049965,29456.836865440942,29450.344198588282
2023-08-16,29140.88732321933,29159.847718149656,29182.268102617934,29169.69217079482,29219.851586965844,29218.627550465986,29211.909259222448
2023-08-17,28684.41680013633,28689.165868118056,28712.86159600527,28695.95758277492,28749.827684243442,28749.471846296685,28742.673288602382
2023-08-18,26683.00291505875,26650.203889614204,26673.90240530949,26658.27610215638,26708.51167885121,26708.883582323324,26702.54850864876
2023-08-19,26078.71276370273,26036.798313682317,26058.82300245948,26048.983703708625,26091.848390565952,26092.71167762694,26086.68730029487
2023-08-20,26117.605028478196,26081.103165203123,26105.41337192431,26079.454382867436,26137.813500275603,26139.2040770757,26133.408451620257
2023-08-21,26209.309043838177,26175.217909490573,26199.708765609423,26157.025772502297,26230.76995848678,26232.412152421195,26226.92984719528
2023-08-22,26146.018162714317,26112.252012868412,26134.691670946777,26089.6535285376,26164.993228521198,26165.725074978545,26161.396281039342
2023-08-23,26053.142912372947,26022.279885130003,26043.1412496306,25995.798597816378,26072.25251186639,26070.952264677733,26068.783117219806
2023-08-24,26447.215509368107,26428.294372279197,26445.473063271493,26401.50386968162,26472.91737701744,26469.555369811133,26469.337957911193
2023-08-25,26176.588527720887,26166.224762286292,26177.561592666898,26130.185493108,26203.179398649372,26198.19555959897,26199.683226199122
2023-08-26,26062.643981768284,26054.946379389614,26064.71199434763,26013.971163177863,26087.95074231131,26081.19088737853,26084.808356830385
2023-08-27,26016.400043606758,26016.458952164045,26027.837605071487,25968.036118074553,26048.480403724825,26040.202201200882,26045.54427721165
2023-08-28,26093.882709617028,26095.66792642395,26111.296348819043,26049.21030263754,26129.54661401594,26120.318847001763,26126.884339474607
2023-08-29,26112.55508345412,26112.125614255667,26128.734868691536,26069.930265507544,26145.733135082526,26136.116759551922,26143.364830299746
2023-08-30,27730.436817236478,27737.361552240327,27752.807512466097,27730.106280959444,27769.321104866685,27759.738858195487,27766.918106132653
2023-08-31,27290.929916361347,27309.478215919808,27322.35464071855,27292.74244317785,27338.377768266946,27330.515892524272,27336.174750933424
2023-09-01,25939.689258375205,25949.44222289929,25953.78236939432,25925.855814240407,25970.456692894455,25964.96659305459,25968.435000723694
2023-09-02,25811.317272133194,25805.848702335265,25822.685007776134,25801.37050344562,25839.44442106574,25836.251858945237,25837.503663167823
2023-09-03,25869.304571510293,25871.78394761868,25890.721570356982,25863.957260351162,25907.642387156375,25906.732665823074,25905.67800583667
2023-09-04,25962.70453549153,25970.516821013298,25992.763337264303,25959.017421540106,26008.60151944356,26009.945102529135,26006.59233644232
2023-09-05,25807.626540955505,25811.91752870148,25834.826387624955,25797.96297192271,25851.319535217946,25854.67355217249,25849.2240438913
2023-09-06,25773.983509339392,25778.30905718461,25801.97433688771,25765.02201909665,25818.93847479578,25824.018496528035,25816.75034686271
2023-09-07,25746.795415661763,25750.887758995173,25772.648096239893,25740.649225599132,25792.283976180246,25798.77707906859,25789.972247350495
2023-09-08,26228.17724819295,26239.62131073,26257.20578457229,26232.52214442473,26280.093909646384,26287.523087868467,26277.628986514173
2023-09-09,25892.174327253597,25903.765865850146,25919.020003294572,25894.541428448283,25945.13995359419,25952.542356156046,25942.61998676462
2023-09-10,25880.918761819834,25890.659807186457,25908.954944364494,25875.65541770635,25935.277838942595,25942.07233770727,25932.647710388526
2023-09-11,25819.86106565455,25825.844420248177,25842.00070942752,25809.72046520328,25871.865131892264,25877.8731220169,25869.124429067597
2023-09-12,25163.30221525766,25155.89164875599,25172.079109644983,25136.766057978966,25201.421413437463,25206.475776746636,25198.613767112605
2023-09-13,25834.744956422597,25833.556240644306,25839.08099739626,25825.575523184612,25873.23347921297,25877.797408703715,25870.274008065462
2023-09-14,26218.66752966051,26232.61399612762,26234.393065608572,26223.38878610381,26268.927024162374,26273.032328606118,26265.828504205216
2023-09-15,26524.296296520042,26545.62805392081,26539.718120984267,26542.363037437666,26580.87567857071,26584.58995119785,26577.623317190213
2023-09-16,26592.06571738841,26614.339525482617,26607.238995801774,26609.651304411236,26650.138756207656,26653.466187807033,26646.747884539654
2023-09-17,26544.802900683135,26571.404095329344,26562.592984065413,26561.79010243155,26609.806224759668,26612.710534259677,26606.28431400284
2023-09-18,26502.999120622873,26533.62288278714,26527.65407225117,26523.42339705676,26575.81734391302,26578.211826995015,26572.148122809827
2023-09-19,26727.80957145989,26754.39606691897,26745.925129786134,26757.744893722236,26796.383976314217,26798.329485218972,26792.55355632305
2023-09-20,27184.827664942015,27214.020404563285,27204.764170049224,27231.076399332844,27254.10426294431,27255.580200110562,27250.036515237764
2023-09-21,27108.03938485449,27135.853499089368,27124.6010654103,27151.718169165775,27175.135133763775,27176.024590292014,27170.80752345547
2023-09-22,26549.550205762032,26569.276541880332,26561.932016961277,26583.072467084043,26610.22408939153,26610.433118561283,26605.628614765592
2023-09-23,26561.756459768745,26579.189719865448,26572.00349051261,26587.255216698628,26622.56849982799,26621.96014178754,26617.58439984033
2023-09-24,26552.974754853174,26575.753175206482,26574.628354059532,26572.445250481367,26622.739014046267,26621.21812911518,26617.40641125664
2023-09-25,26233.78112284059,26250.362602943787,26252.60059412336,26235.746799009503,26299.90202448098,26297.523180709686,26294.38686300069
2023-09-26,26274.878446792485,26290.967385716038,26296.372165666195,26283.58127112058,26341.803353976924,26338.58368517831,26336.100746825337
2023-09-27,26192.631698817015,26209.1803727746,26213.62929390371,26198.02134720981,26260.507827430964,26256.551147311926,26254.754076957703
2023-09-28,26329.207466584514,26345.808663340053,26349.066387067083,26339.316777050844,26396.245263569057,26391.58015292813,26390.411519151414
2023-09-29,26995.194079043344,27019.145455933176,27013.63394953031,27031.068799562752,27066.205860838294,27060.803875895217,27060.18862298876
2023-09-30,26883.980028042803,26910.386122249067,26903.754923521774,26914.158879725263,26956.339334909804,26950.295223442838,26950.19897962967
2023-10-01,26931.16251613514,26963.874979206128,26962.1646917162,26958.964332324802,27012.8046325834,27006.236742842942,27006.47142514889
2023-10-02,27945.903954058886,27981.48324035108,27979.051352515817,27999.475540816784,28030.713123381138,28023.250663727522,28023.74438032508
2023-10-03,27507.345645477064,27531.61876528617,27529.237728452543,27553.46326034423,27577.552592334338,27569.482337925117,27570.12231336627
2023-10-04,27404.01053924777,27429.921292230603,27429.654794708127,27453.865195400314,27477.140402332647,27468.468605650356,27469.16509610787
2023-10-05,27770.939333302667,27799.530403038952,27801.68115403969,27827.927606930025,27847.69860919565,27838.42950203223,27839.10223308485
2023-10-06,27391.848121540388,27414.812349507236,27419.366629970027,27438.9760183997,27463.857064085547,27454.470703490544,27455.06878983765
2023-10-07,27919.717496491736,27944.45050833351,27951.951367191505,27979.499491507187,27995.62392271869,27985.999236402567,27986.505623498466
2023-10-08,27933.591257235035,27967.351147772046,27974.75461791549,27987.384361173026,28018.028492714744,28008.329463375732,28008.776238876395
2023-10-09,27896.21066690376,27931.36676711496,27942.92895144131,27947.607773151714,27984.475556180812,27974.535141372588,27974.97471750481
2023-10-10,27549.276265566703,27578.704285553307,27593.151126808254,27595.854052382754,27632.794035234256,27622.59065560205,27623.054296120303
2023-10-11,27357.73832815024,27384.022070544306,27404.47894936893,27397.775362421293,27440.165019388776,27429.592094626743,27430.117802127264
2023-10-12,26850.137827105355,26865.673440028913,26888.107896633446,26873.14091373235,26922.103963103145,26911.15102762822,26911.67640973348
2023-10-13,26735.94164806162,26747.113428635406,26769.7265159667,26741.70057734812,26805.855783221312,26794.436804076657,26794.988615080016
2023-10-14,26844.684199489653,26854.916972234845,26876.85555025935,26855.661494113505,26912.10265700519,26900.06221716106,26900.712272822857
2023-10-15,26834.535060046474,26851.55136491661,26874.656586555764,26834.41497885855,26911.657603261527,26899.21078786254,26900.046552930493
2023-10-16,27126.752629364608,27149.265857134014,27173.46429883223,27135.78252686211,27210.28322832007,27197.264505538624,27198.413882954046
2023-10-17,28491.330173109658,28519.341004816117,28532.68176262849,28555.983891590266,28572.79583027074,28558.645923539065,28560.169027387165
2023-10-18,28391.436525376746,28419.98571071704,28430.920306146378,28444.852769281715,28469.00846940768,28454.59160504979,28456.305640144972
2023-10-19,28304.71122888045,28332.5259017332,28341.778885842534,28358.630123326322,28381.543078502174,28367.02534905472,28368.781389834592
2023-10-20,28700.016129221185,28720.522187183844,28735.178908803035,28761.120039311936,28773.900591006503,28759.089804338757,28760.805061879335
2023-10-21,29683.69230024051,29677.446877236944,29698.08685025666,29738.443252157886,29739.087256116327,29723.73731561238,29725.326094608754
2023-10-22,29912.158159299637,29916.477254561265,29934.208371070912,29981.21910157753,29975.30932383309,29959.787686691387,29961.125143935904
2023-10-23,29990.11176354543,29989.41453108273,30008.123602165142,30057.00496112695,30051.198266155552,30035.65534556401,30036.713708686875
2023-10-24,33085.24241209682,33111.27207086235,33103.868832813576,33154.27553620376,33149.692391498014,33132.67717096396,33133.45417570323
2023-10-25,33930.532306402456,33884.61620173813,33914.47591562383,33974.78134305868,33966.94511307636,33949.51061274437,33949.89050218137
2023-10-26,34533.532506856136,34490.454407540616,34514.50139351934,34591.008361139335,34569.63280548528,34551.88907889463,34552.01247059554
2023-10-27,34192.39468009863,34153.02250868874,34166.13163592946,34257.34379909746,34223.043041875586,34205.25339226704,34205.314469113946
2023-10-28,33943.69599718461,33912.69511334412,33918.83950549923,34012.901256194804,33975.93384418264,33958.01000548806,33958.07468330022
2023-10-29,34111.051369636785,34105.76843753597,34097.1857047691,34181.879233933054,34156.26920462586,34137.839899181854,34138.07966302335
2023-10-30,34553.08044192102,34554.80559385521,34547.16798803676,34625.705632773694,34606.34605187969,34587.10999021726,34587.58759791264
2023-10-31,34518.835855119396,34515.064232088625,34508.62327062059,34591.17122506723,34570.832429116126,34550.65404025139,34551.37792864116
2023-11-01,34684.27907451987,34677.98493956402,34677.22865151614,34753.828645873815,34736.97954002023,34716.05557069555,34716.99783121422
2023-11-02,35458.190279765055,35437.11238717963,35444.05527052749,35523.719946021214,35508.31337737525,35487.76987769734,35487.53330850508
2023-11-03,34962.56557159126,34941.236795918085,34945.2726450935,35040.72526779957,35008.675877288915,34989.14220068138,34987.79691762291
2023-11-04,34750.49236281775,34732.311797502916,34738.63421226852,34827.181142312475,34802.61191558093,34783.8972366415,34781.574463436846
2023-11-05,35080.8549418929,35095.21426320169,35087.18876805343,35167.50226926617,35153.34996307455,35135.103357899,35131.93330822606
2023-11-06,35035.130757010775,35059.232754269615,35052.32617518166,35135.72740033269,35120.773591164034,35102.874144816305,35099.04272737913
2023-11-07,35011.637951456476,35045.866664505564,35040.269779150374,35123.30416785274,35109.36625260627,35091.34762318665,35087.03718610713
2023-11-08,35427.21730643138,35439.104911990464,35446.11029674858,35528.29892420024,35516.738771788776,35498.44787274301,35493.804375849664
2023-11-09,35650.38296176656,35651.53695630282,35655.834151426796,35740.218142323196,35729.12874363037,35710.69033369189,35705.81932913
2023-11-10,36706.10751092434,36676.1794988811,36692.5979135558,36786.959509551525,36769.22228522599,36750.31278565526,36745.14252692461
2023-11-11,37345.48849470168,37310.54143370129,37312.21839443408,37408.532432276756,37391.3358004652,37372.270936537534,37366.86640791595
2023-11-12,37172.47226629546,37148.950549247675,37134.74144876492,37235.134864280466,37214.94682932133,37196.18435297115,37190.69905136712
2023-11-13,37075.660455998965,37071.93230295088,37050.50646603177,37149.56534776138,37131.25587574206,37112.6018587728,37107.04938438721
2023-11-14,36512.28105745604,36505.46673395159,36498.85475147073,36602.89067324996,36577.86565762153,36559.637559818104,36554.09820233332
2023-11-15,35528.18070608191,35529.100008547306,35535.49276163615,35642.84780207649,35611.023838389665,35593.45541754179,35588.015858253464
2023-11-16,37870.57068605861,37867.17712452891,37878.18870109599,37965.70781753911,37957.40341347642,37940.12176347757,37934.27842532797
2023-11-17,36149.61047993554,36159.29932484357,36154.056228833506,36263.97160573164,36227.09106930904,36211.28635655204,36206.010935659055
2023-11-18,36586.29608921567,36598.69914481882,36596.454553855816,36688.404255375266,36668.868243067525,36653.097210353706,36648.54695112258
2023-11-19,36560.69947290234,36598.63454458304,36586.850161543116,36668.961404878646,36656.88044965267,36641.6549569834,36637.55528264679
2023-11-20,37342.2438190924,37398.58475579135,37386.582529589534,37465.18307221681,37458.28836596571,37443.193104121834,37439.61873152107
2023-11-21,37434.55055855028,37490.01136260573,37480.27645910671,37563.57935522543,37547.951685450505,37533.132651533,37530.17509939149
2023-11-22,35786.19627974555,35820.76725346595,35815.746510632336,35910.107444398105,35881.35771460086,35866.8633082062,35864.63044383377
2023-11-23,37396.2265903526,37440.46566043561,37436.962768564,37521.06787174381,37502.22365215933,37487.21699564438,37485.42315802351
2023-11-24,37254.54791946057,37300.14749130607,37292.2393573313,37372.65427785041,37358.59389124997,37343.706684571225,37342.48423553072
2023-11-25,37687.42228755541,37732.80430308357,37724.75537488982,37810.42924576998,37789.322168149054,37774.36645017564,37773.72793184966
2023-11-26,37748.716842058115,37803.92553749913,37801.370789248496,37880.81129437545,37865.289058531635,37850.451693471055,37850.33905025013
2023-11-27,37430.34547269577,37481.833084404934,37484.88016451476,37564.06403663568,37546.53662421508,37531.89544896595,37532.20819912385
2023-11-28,37210.96550345421,37256.9747078605,37260.18114083167,37340.22649799567,37321.44976862986,37306.47013094043,37306.931999401655
2023-11-29,37786.05767088616,37837.84164318256,37838.54066479858,37923.32973191328,37899.31946685724,37884.288247204386,37884.6670718221
2023-11-30,37816.97632817831,37866.66538254637,37866.250178822316,37955.685963600874,37926.33286554366,37911.976745476015,37912.12116416264
2023-12-01,37679.035014798166,37719.15697573777,37720.743961250875,37812.60929262405,37779.92548333155,37766.397892937995,37766.17760316422
2023-12-02,38651.846614703536,38700.98579093814,38697.844979166985,38797.230225652456,38757.22523108125,38744.348364025354,38743.559702038765
2023-12-03,39432.2020273658,39491.67811951088,39486.28981191851,39588.15470811445,39545.74472730886,39533.777507913765,39532.243369682226
2023-12-04,39935.15532782674,39995.94304998778,39988.16527166031,40093.63709283993,40048.1857007388,40037.39117383212,40034.97014969587
2023-12-05,41977.30769342859,42009.55866276054,41992.273404311854,42108.03058820777,42052.896919322666,42043.13830496976,42039.465062438976
2023-12-06,44095.98726520408,44121.82522882894,44093.843297508545,44205.98121570144,44156.575371894054,44148.23596813716,44142.944361594506
2023-12-07,43784.74936018232,43786.71019366477,43759.23766497988,43879.40129557159,43821.54106289148,43815.027549541555,43808.22721214499
2023-12-08,43337.981817618944,43330.5088521922,43307.160996121354,43434.144638611004,43366.66603159811,43362.11412862409,43353.763812283985
2023-12-09,44210.18054021988,44208.57995918486,44181.74390150234,44306.49445098825,44241.59194303211,44239.175276272,44228.89259613585
2023-12-10,43749.649322636425,43763.96817971952,43744.12923903577,43869.02699461207,43799.820054134354,43799.52815169655,43787.60706463829
2023-12-11,43764.63733816799,43814.69225731632,43799.32767781755,43913.78440097906,43853.15589553164,43854.93555640429,43841.350637778174
2023-12-12,41232.88757299166,41266.57644450385,41263.56253933208,41393.98154191999,41313.11743366532,41316.07233906211,41301.85339329252
2023-12-13,41431.25566200423,41472.2556971102,41470.541082806885,41578.77919898601,41519.928892494645,41524.02024881495,41508.475071298424
2023-12-14,42859.03918660479,42922.04381986521,42913.43357012607,43005.47734435648,42962.916941251606,42968.157740528695,42950.96280592494
2023-12-15,42998.57455532625,43055.9459521221,43043.25203051744,43143.96227077162,43096.407506683376,43102.387754194904,43084.32391908718
2023-12-16,41915.78723799158,41953.495293122716,41953.09042137489,42043.29684647452,42000.345452288166,42006.5184968384,41988.524196934886
2023-12-17,42202.804767088965,42259.02013300918,42260.72713847738,42337.67834073398,42311.18702578358,42317.405762518756,42299.27323540673
2023-12-18,41330.73595773196,41376.05479311757,41387.425799526274,41456.046322155744,41434.43352029566,41439.911919306964,41422.55954656098
2023-12-19,42576.23635901185,42641.05877050012,42644.950909806415,42715.73601773847,42695.5944508845,42700.40627323836,42683.166026937775
2023-12-20,42229.8068652791,42287.513946017716,42294.019346055575,42364.475196814165,42342.127056482714,42345.896258053835,42329.635277478956
2023-12-21,43601.21158361435,43674.38676828146,43676.33817592263,43763.048323988914,43726.20574772358,43729.17709109187,43713.27441975474
2023-12-22,43829.02292770031,43894.26493329462,43891.6082911687,43979.17811872484,43943.449419897515,43945.57787136454,43930.469526675995
2023-12-23,43958.927055798005,44022.48022012506,44022.03964359593,44116.186651904136,44072.34928725567,44073.73395634722,44059.39423931576
2023-12-24,43697.11013595108,43760.180613406934,43765.499056446366,43847.78371292213,43813.42761371937,43814.15759609733,43800.673778744414
2023-12-25,42977.006535793655,43031.88041594438,43039.90048402734,43121.675436533056,43088.82597608585,43088.800336482,43076.24718643911
2023-12-26,43563.69726474956,43629.502165978774,43639.67678806186,43722.34234305471,43686.848145322874,43686.26584707387,43674.12596840039
2023-12-27,42491.058904508594,42536.04474373255,42545.046980404295,42625.06855153991,42592.39996181615,42591.06686032703,42579.88502806472
2023-12-28,43405.17975741206,43460.183706569485,43468.84264668729,43552.0606543147,43516.482353711035,43513.80491827987,43503.65966487629
2023-12-29,42610.610935743665,42641.76390748238,42651.297057304066,42730.03193115117,42700.1976440493,42696.239049320575,42687.549451135565
2023-12-30,42090.87818397512,42113.15843556216,42126.126600918826,42192.302385900635,42170.922980165575,42165.60322193103,42158.386417835485
2023-12-31,42140.96147558279,42165.52609210275,42181.38152686553,42231.72190405056,42228.56589358114,42221.75132320449,42215.99210664723
